symbol,base_asset,price,volume_24h_usdt,price_change_24h,rsi_14,volume_category,momentum_score,volatility,ai_prediction,ai_confidence,risk_score,sector,ecosystem_score,volume_rank,momentum_rank,performance_rank
GTCUSDT,GTC,0.275,29.782500000000002,0.0,0.0,nano_cap,1.473961150455583,0.0,NEUTRAL,0.5,4.631509712386104,general,6.0,162,164,39
IOSTUSDT,IOST,0.003631,29.472827000000002,3.359,0.0,nano_cap,1.805321794879998,0.03359,NEUTRAL,0.5,4.800594551280001,general,6.0,163,162,15
API3USDT,API3,0.72,19.944,0.0,0.0,nano_cap,1.299812265495717,0.0,NEUTRAL,0.5,4.675046933626071,ai,8.5,164,166,40
BNTUSDT,BNT,0.664,19.654400000000003,0.0,0.0,nano_cap,1.293459790426956,0.0,NEUTRAL,0.5,4.676635052393261,defi,8.0,165,167,41
OXTUSDT,OXT,0.0532,15.8004,-0.561,0.0,nano_cap,1.2547680816122606,0.00561,NEUTRAL,0.5,4.728382979596935,general,6.0,166,168,50
AIXBTUSDT,AIXBT,0.1145,15.12545,-6.911,0.0,nano_cap,1.870808304290434,0.06910999999999999,NEUTRAL,0.5,5.050622923927392,general,6.0,167,160,152
RADUSDT,RAD,0.611,12.4644,0.0,0.0,nano_cap,1.095671377668453,0.0,NEUTRAL,0.5,4.726082155582887,general,6.0,168,169,42
FLOWUSDT,FLOW,0.354,12.428939999999999,-2.21,0.0,nano_cap,1.315434091491139,0.022099999999999998,NEUTRAL,0.5,4.836891477127216,general,6.0,169,165,68
MEUSDT,ME,0.733,2.99064,0.0,0.0,nano_cap,0.4757641377310079,0.0,NEUTRAL,0.5,4.881058965567248,general,6.0,170,170,43
BOSONUSDT,BOSON,0.0906,1.812,-0.11,0.0,nano_cap,0.26915819334079427,0.0011,NEUTRAL,0.5,4.940960451664801,general,6.0,171,171,45
DATAUSDT,DATA,0.01751,0.01751,0.0,0.0,nano_cap,0.0,0.0,NEUTRAL,0.5,5.0,general,6.0,172,172,44
